place_name,district,latitude,longitude,category,avg_cost,best_season,trip_duration,rating,popularity
Martur Fort,Kalaburagi,17.22,76.92,heritage,0,all,1,4,48
Bhimarayanagudi,Kalaburagi,16.72,76.78,nature,0,all,1,3.9,35
Shakti Nagar Park,Kalaburagi,17.35,76.85,nature,0,all,1,3.5,30
Raichur Fort,Raichur,16.21,77.36,heritage,0,all,1,4.5,80
Ek Minar Masjid,Raichur,16.212,77.358,heritage,0,all,1,4.2,65
Thermal Power Station,Raichur,16.35,77.35,heritage,0,all,1,3.8,55
Mantralayam side,Raichur,15.94,77.42,temple,0,all,1,4.9,98
Deosugur Temple,Raichur,16.25,77.4,temple,0,all,1,4.4,70
Narayanpura Dam Raichur,Raichur,16.32,76.43,nature,50,monsoon,1,4.6,88
Maski Inscription,Raichur,15.95,76.65,heritage,0,all,1,4.3,60
Mudgal Fort,Raichur,16.01,76.43,heritage,0,all,1,4.4,68
Jaldurg Fort,Raichur,16.25,76.45,heritage,0,all,1,4.1,50
Hatti Gold Mines,Raichur,16.2,76.65,heritage,0,all,1,4,55
Lingasugur Fort,Raichur,16.15,76.52,heritage,0,all,1,4.1,48
Kallur Archeological,Raichur,16.2,77.2,heritage,0,all,1,3.9,42
Panchamukhi Anjaneya,Raichur,15.95,77.4,temple,0,all,1,4.7,85
Gabbur Temples,Raichur,16.23,76.85,heritage,0,all,1,4.3,58
Amareshwara Temple,Raichur,16.3,77.3,temple,0,all,1,4.2,50
Manvi Fort,Raichur,15.98,77.05,heritage,0,all,1,4,45
Kalmala Hill,Raichur,16.18,77.25,nature,0,winter,1,3.8,38
Sindhanur Paddy Fields,Raichur,15.78,76.76,nature,0,monsoon,1,4.1,65
Krishna River Island,Raichur,16.22,77.45,nature,0,all,1,4.3,55
Vichitrapura Fort,Raichur,16.25,77.38,heritage,0,all,1,3.7,30
Kallur Temple,Raichur,16.15,77.12,temple,0,all,1,4.1,42
Mallaradhya Matha,Raichur,16.21,77.365,temple,0,all,1,4,40
Raichur Museum,Raichur,16.215,77.362,heritage,10,all,1,3.9,45
Basavana Bhavi,Raichur,16.211,77.359,heritage,0,all,1,3.8,32
Aam Talab Lake,Raichur,16.218,77.355,nature,0,all,1,3.6,50
Anjanadri Hill,Koppal,15.34,76.48,temple,0,all,1,4.9,96
Koppal Fort,Koppal,15.34,76.15,heritage,0,all,1,4.3,75
Mahadeva Temple Itagi,Koppal,15.45,75.95,heritage,0,all,1,4.9,92
Anegundi Fort,Koppal,15.35,76.49,heritage,0,all,1,4.6,88
Pampa Sarovar,Koppal,15.36,76.47,temple,0,all,1,4.5,82
Munirabad Dam,Koppal,15.31,76.34,nature,20,monsoon,1,4.5,90
Huligemma Temple,Koppal,15.32,76.35,temple,0,all,1,4.7,85
Kanakagiri Temple,Koppal,15.58,76.43,heritage,0,all,1,4.6,78
Kuknur Navalinga,Koppal,15.48,75.98,heritage,0,all,1,4.5,70
Tungabhadra Canal,Koppal,15.35,76.3,nature,0,monsoon,1,4.1,55
Indrakeela Hill,Koppal,15.345,76.155,nature,0,winter,1,4.2,60
Gavi Matha,Koppal,15.35,76.16,temple,0,all,1,4.6,82
Anegundi Village,Koppal,15.348,76.485,heritage,0,all,1,4.7,85
Chintamani Anegundi,Koppal,15.352,76.492,temple,0,all,1,4.4,68
Siddheshwara Hill,Koppal,15.36,76.18,temple,0,all,1,4.2,50
Nava Brindavana,Koppal,15.342,76.475,temple,0,all,1,4.7,78
Jain Basadi Koppal,Koppal,15.335,76.152,temple,0,all,1,4.1,45
Yelburga Temples,Koppal,15.6,76.01,heritage,0,all,1,4.2,52
Kadebagilu Viewpoint,Koppal,15.33,76.45,nature,0,winter,1,4.3,62
Sanapur Dam,Koppal,15.35,76.45,nature,0,monsoon,1,4.4,80
Onake Kindi Caves,Koppal,15.365,76.475,heritage,0,all,1,4.5,65
Bali Kila,Koppal,15.355,76.488,heritage,0,all,1,4.1,40
Maliabad Fort Walls,Koppal,15.3,76.1,heritage,0,all,1,3.8,35
Koppal Museum,Koppal,15.342,76.151,heritage,10,all,1,4,48
Bikka Gudda,Koppal,15.32,76.25,adventure,0,winter,1,4.1,50
Mailara Lingeshwara,Yadgir,16.55,77.1,temple,0,all,1,4.6,85
Yadgir Fort,Yadgir,16.76,77.13,heritage,0,all,1,4.4,80
Lumding Waterfall,Yadgir,16.65,77.25,nature,0,monsoon,1,4.1,55
Narayanpur Dam Yadgir,Yadgir,16.32,76.43,nature,50,monsoon,1,4.5,90
Shorapur Fort,Yadgir,16.52,76.75,heritage,0,all,1,4.3,68
Venugopala Swamy,Yadgir,16.525,76.755,temple,0,all,1,4.4,62
Bonal Bird Sanctuary,Yadgir,16.5,76.65,nature,0,winter,1,4.2,60
Chaya Bhagavathi,Yadgir,16.35,76.45,temple,0,all,1,4.5,75
Dhab Dabi Waterfalls,Yadgir,16.78,77.15,nature,0,monsoon,1,4.4,72
Thinthini Mouneshwara,Yadgir,16.38,76.68,temple,0,all,1,4.6,82
Gurmitkal Falls,Yadgir,16.85,77.38,nature,0,monsoon,1,4.1,58
Shahapur Hill Trek,Yadgir,16.7,76.85,adventure,0,winter,1,4.2,65
Wadi Junction,Yadgir,17.05,77.02,heritage,0,all,1,3.8,40
Basavasagara Dam,Yadgir,16.325,76.435,nature,0,monsoon,1,4.4,85
Taylor's Manzil,Yadgir,16.518,76.748,heritage,0,all,1,4.3,55
Ganapathi Hill,Yadgir,16.765,77.135,temple,0,all,1,4.1,42
Koduru Falls,Yadgir,16.42,77.2,nature,0,monsoon,1,4,38
Krishna River Bank,Yadgir,16.3,76.5,nature,0,all,1,4.2,50
Shorapur Palace,Yadgir,16.515,76.745,heritage,0,all,1,4.1,48
Chandrampalli View,Yadgir,17,77.2,nature,0,monsoon,1,3.9,45
Sagarkhed Fort,Yadgir,16.6,76.9,heritage,0,all,1,3.7,30
Yadgir City Tank,Yadgir,16.77,77.14,nature,0,all,1,3.5,35
Vanadurga Fort,Yadgir,16.68,76.95,heritage,0,all,1,4.1,52
Kademani Falls,Yadgir,16.82,77.35,nature,0,monsoon,1,4,40
Sleeping Buddha Hill,Yadgir,16.71,76.84,nature,0,winter,1,4.3,65
Big Banyan Tree,Bengaluru Rural,12.92,77.39,nature,0,all,1,4.5,90
Savandurga Rural side,Bengaluru Rural,12.922,77.295,adventure,0,winter,1,4.7,88
Manchanabele Dam,Bengaluru Rural,12.87,77.33,nature,0,monsoon,1,4.4,82
Shivagange Hill,Bengaluru Rural,13.17,77.22,adventure,0,winter,1,4.8,92
Devarayanadurga border,Bengaluru Rural,13.37,77.21,nature,0,winter,1,4.6,85
Ghati Subramanya,Bengaluru Rural,13.41,77.51,temple,0,all,1,4.7,94
Makalidurga Trek,Bengaluru Rural,13.43,77.5,adventure,0,winter,1,4.5,80
Nrityagram,Bengaluru Rural,13.16,77.46,heritage,100,all,1,4.6,85
Hesaraghatta Grasslands,Bengaluru Rural,13.15,77.48,nature,0,winter,1,4.3,78
Doddaballapur Temples,Bengaluru Rural,13.29,77.53,temple,0,all,1,4.1,55
Vishwa Shanti Ashram,Bengaluru Rural,13.12,77.45,temple,0,all,1,4.4,65
Devanahalli Fort,Bengaluru Rural,13.24,77.71,heritage,0,all,1,4.4,88
Tipu Birthplace,Bengaluru Rural,13.242,77.712,heritage,0,all,1,4.2,75
T G Halli Reservoir,Bengaluru Rural,12.96,77.35,nature,0,monsoon,1,4.2,68
Siddhaganga side,Bengaluru Rural,13.32,77.12,temple,0,all,1,4.8,85
Someshwara Magadi Rural,Bengaluru Rural,12.95,77.23,heritage,0,all,1,4.3,58
Ranganathaswamy Temple Rural,Bengaluru Rural,12.96,77.22,temple,0,all,1,4.2,50
Channarayapatna Rural,Bengaluru Rural,13.25,77.85,nature,0,all,1,3.8,35
Kadur Lake side,Bengaluru Rural,13.1,77.4,nature,0,monsoon,1,3.9,40
Muthyala Maduvu border,Bengaluru Rural,12.72,77.65,nature,50,monsoon,1,4.3,72
T G Halli Dam,Bengaluru Rural,12.965,77.355,nature,0,monsoon,1,4.1,60
Nelamangala Ashram,Bengaluru Rural,13.11,77.42,temple,0,all,1,4.3,58
Boodigere Cross,Bengaluru Rural,13.18,77.8,nature,0,winter,1,3.7,30
Vijayapura Rural,Bengaluru Rural,13.28,77.8,temple,0,all,1,3.8,32
Nandi Valley View,Bengaluru Rural,13.36,77.67,nature,0,winter,1,4.5,88
